icao,iata,name,lat,lon,elev,tz,name_ext,city,region,country
LSMD,,DÃ¼bendorf Air Base,47.398601532,8.648229599,435.0,Europe/Zurich,,,,
LSME,EML,Emmen Air Base,47.092444,8.305183999999999,405.0,Europe/Zurich,Emmen Air Base,Emmen,, Switzerland
LSMF,,Mollis Airport,47.0788993835449,9.06482982635498,445.0,Europe/Zurich,,,,
LSMM,,Meiringen Airport,46.7433013916016,8.10999965667725,574.0,Europe/Zurich,,,,
LSMP,,Payerne Air Base,46.8432,6.9150600433300005,439.0,Europe/Zurich,,,,
LSPD,,Dittingen Airport,47.4385986328125,7.491390228271482,537.0,Europe/Zurich,,,,
LSPL,,Langenthal Airport,47.1828002929688,7.741390228271482,485.0,Europe/Zurich,,,,
LSPM,,Ambri Airport,46.512501,8.68978,980.0,Europe/Zurich,,,,
LSPN,,Triengen Airport,47.2266998291016,8.07806015014648,482.0,Europe/Zurich,,,,
LSPO,,Olten Airport,47.344398498535206,7.88944005966187,415.0,Europe/Zurich,,,,
LSTA,,Raron Airport,46.3036003112793,7.82332992553711,635.0,Europe/Zurich,,,,
LSTS,,St Stephan Airport,46.4973983764648,7.412569999694821,996.0,Europe/Zurich,,,,
LSTZ,,Zweisimmen Airport,46.5525016784668,7.380559921264651,912.0,Europe/Zurich,,,,
LSZD,ACO,Ascona Airport,46.1577987671,8.78194046021,190.0,Europe/Zurich,,,,
LSZE,,Bad Ragaz Airport,47.0149993896484,9.48194026947022,485.0,Europe/Zurich,,,,
LSZF,,Birrfeld Airport,47.4436,8.23361,389.0,Europe/Zurich,,,,
LSZI,,Fricktal-Schupfart Airport,47.5088996887207,7.949999809265139,545.0,Europe/Zurich,,,,
LSZP,,Biel-Kappelen Airport,47.0891990661621,7.28999996185303,436.0,Europe/Zurich,,,,
LSZW,,Thun Airport,46.756401062,7.60056018829,556.0,Europe/Zurich,,,,
LT86,GKD,Imroz Airport,40.204498,25.883301,17.0,Europe/Istanbul,,,,
LTAB,,GÃ¼vercinlik Airport,39.9350013733,32.7407989502,824.0,Europe/Istanbul,,,,
LTAE,,AkÄ±ncÄ± Air Base,40.0788993835,32.5656013489,843.0,Europe/Istanbul,,,,
LTAK,,Ä°skenderun Airport,36.5744552612,36.1534194946,5.0,Europe/Istanbul,,,,
LTAO,MLX,Malatya Tulga Airport,38.353699,38.253899,923.0,Europe/Istanbul,,,,
LTAV,,Sivrihisar Airport,39.4514999389648,31.3652992248535,959.0,Europe/Istanbul,,,,
LTAW,TJK,Tokat Airport,40.307430267334,36.3674087524414,550.0,Europe/Istanbul,Tokat Airport,Tokat,, Turkey
LTBK,,Gaziemir Airport,38.319099426269496,27.1594009399414,117.0,Europe/Istanbul,,,,
LTBN,,KÃ¼tahya Airport,39.426700592041,30.0168991088867,914.0,Europe/Istanbul,,,,
LTBP,,Yalova Airport,40.6843986511231,29.3756999969482,10.0,Europe/Istanbul,,,,
LTBQ,KCO,Cengiz Topel Airport,40.7350006103516,30.08329963684081,51.0,Europe/Istanbul,Cengiz Topel Naval Air Station,İzmit,, Turkey
LTBT,,Akhisar Airport,38.8088989257812,27.8339004516602,70.0,Europe/Istanbul,,,,
LTCL,SXZ,Siirt Airport,37.97890090942379,41.8404006958008,600.0,Europe/Istanbul,Siirt Airport,Siirt,, Turkey
LTFA,,KaklÄ±Ã§ Airport,38.5176010131836,26.9773998260498,14.0,Europe/Istanbul,,,,
LTFB,,SelÃ§uk Efes Airport,37.9506988525391,27.3290004730225,8.0,Europe/Istanbul,,,,
LUBL,BZY,Balti International Airport,47.8381004333496,27.7814998626709,200.0,Europe/Chisinau,Bălți International Airport,Bălți,, Moldova
LYBT,BJY,Batajnica Air Base,44.935299,20.2575,80.0,Europe/Belgrade,Batajnica Air Base,Batajnica,, Serbia
LYVR,,VrÅ¡ac International Airport,45.1469,21.3099,90.0,Europe/Belgrade,,,,
MA18,,Cmelak Field,42.0791015625,-73.3071975708008,321.0,America/New_York,,,,
MA66,,Wolomolopoag STOLport,42.100700378418,-71.2078018188477,77.0,America/New_York,,,,
MD47,,Barnes Airport,39.3329010009766,-77.0969009399414,239.0,America/New_York,,,,
MDCR,CBJ,Cabo Rojo Airport,17.929000854492198,-71.6447982788086,6.0,America/Santo_Domingo,Cabo Rojo Airport,Pedernales,, Dominican Republic
MDDJ,,Dajabon Airport,19.5636005402,-71.6808013916,48.0,America/Santo_Domingo,,,,
MDMC,,Monte Cristi Airport,19.8652992249,-71.64530181880002,22.0,America/Santo_Domingo,,,,
MDSI,,San Isidro Air Base,18.5037002563477,-69.7617034912109,30.0,America/Santo_Domingo,,,,
ME16,LIZ,Loring International Airport,46.9504013062,-67.88590240479999,208.0,America/New_York,,,,
ME68,,Newport Sky Park Airport,44.820098876953104,-69.2384033203125,75.0,America/New_York,,,,
MGRT,RER,Retalhuleu Airport,14.5209999084473,-91.6973037719727,205.0,America/Guatemala,Retalhuleu Airport,Retalhuleu,, Guatemala
MGSJ,GSJ,San JosÃ© Airport,13.9362001419,-90.8358001709,11.0,America/Guatemala,San José Airport[2],Puerto San José,, Guatemala
MHSC,XPL,Coronel Enrique Soto Cano Air Base,14.3824,-87.621201,614.0,America/Tegucigalpa,Soto Cano Air Base,Comayagua,, Honduras
IT-0379,,Aviosuperficie Rosangeles,45.3628333,9.016683300000002,99.0,Europe/Rome,,,,
MI09,,Milan Airport,42.0499992370606,-83.7401962280273,206.0,America/Detroit,,,,
MM10,,Isla Cedros Airport,28.0375995636,-115.190002441,10.0,America/Tijuana,,,,
MM12,,Bacubirito Airport,25.815700531006,-107.90799713135,159.0,America/Mazatlan,,,,
MMSL,,Cabo San Lucas International Airport,22.9477005005,-109.93699646,194.0,America/Mazatlan,,,,
MM20,,Ingeniero Juan Antonio Perdomo Diaz Airport,18.874200820923,-96.958198547363,884.0,America/Mexico_City,,,,
MM21,,La Encarnacion Airport,25.7360992432,-100.224998474,470.0,America/Monterrey,,,,
MM23,,Rancho Santa Ynes Airport,29.7259006500244,-114.699996948242,562.0,America/Tijuana,,,,
MX-SGM,SGM,San Ignacio Airport,27.2966003418,-112.93800354,206.0,America/Mazatlan,,,,
MM32,,Puerto Libertad North Airport,29.9295997619629,-112.655998229981,45.0,America/Hermosillo,,,,
MM41,,Leon Gonzales Pie de la Cuesta Airport,16.9102,-99.988698,8.0,America/Mexico_City,,,,
MM48,,Ciudad Pemex Airport,17.8801002502441,-92.475700378418,14.0,America/Mexico_City,,,,
MM50,,CosalÃ¡ Airport,24.420098,-106.698923,390.0,America/Mazatlan,,,,
MM52,,Camaguey-Campo Cuatro Milpas Airport,25.652200698853,-108.53800201416,16.0,America/Mazatlan,,,,
MM61,,Ixmiquilpan Airport,20.4860000610352,-99.25879669189447,1763.0,America/Mexico_City,,,,
MM63,,AutlÃ¡n Airport,19.7453,-104.336998,892.0,America/Mexico_City,,,,
MM68,,Mina Hercules Airport,28.036600112915,-103.77100372314,1382.0,America/Monterrey,,,,
MMDA,CUA,Ciudad ConstituciÃ³n Airport,25.053800582886,-111.61499786377,55.0,America/Mazatlan,Ciudad Constitución Airport,Ciudad Constitución, Baja California Sur, Mexico
MX-UAC,UAC,San Luis RÃ­o Colorado Airport,32.445301055908,-114.797996521,38.0,America/Hermosillo,,,,
MM77,,Las Delicias Airport,28.2131004333496,-105.447998046875,1184.0,America/Chihuahua,,,,
MM79,,El Fuerte Airport,26.398199,-108.612,83.0,America/Mazatlan,,,,
MM80,,Rancho La Milpita Airport,30.480899810791,-109.64399719238,1437.0,America/Hermosillo,,,,
MMAL,,Agualeguas Airport,26.3339996337891,-99.5423965454102,214.0,America/Monterrey,,,,
MMCC,ACN,Ciudad AcuÃ±a New International Airport,29.332899093627898,-101.098999023438,357.0,America/Matamoros,Ciudad Acuña International Airport,Ciudad Acuña, Coahuila, Mexico
MMCH,,Chilpancingo Airport,17.573798999999998,-99.514297,1270.0,America/Mexico_City,,,,
MMCT,CZA,Chichen Itza International Airport,20.6413002014,-88.4461975098,23.0,America/Merida,Chichen Itza International Airport,Chichen Itza, Yucatán, Mexico
MMIT,IZT,Ixtepec Airport,16.4493007659912,-95.0936965942383,32.0,America/Mexico_City,Ixtepec Airport,Ixtepec, Oaxaca, Mexico
MMJC,AZP,Atizapan De Zaragoza Airport,19.5748004913,-99.2888031006,2443.0,America/Mexico_City,Jorge Jiménez Cantú National Airport,Ciudad López Mateos, State of Mexico, Mexico
MMPQ,PQM,Palenque International Airport,17.533153,-92.015484,50.0,America/Mexico_City,Palenque International Airport[1],Palenque, Chiapas, Mexico
MMSC,SZT,San Cristobal de las Casas Airport,16.690299987793,-92.530097961426,2348.0,America/Mexico_City,,,,
MMTB,,TerÃ¡n Air Base,16.739901,-93.173301,552.0,America/Mexico_City,,,,
MMZP,,Zapopan Airport,20.747922,-103.461709,1628.0,America/Mexico_City,,,,
MNMR,,Montelimar Airport,11.8051996231079,-86.5112991333008,28.0,America/Managua,,,,
MO77,,Arnika Ranch Airport,36.9751014709473,-92.5427017211914,355.0,America/Chicago,,,,
MP00,PDM,Capt Justiniano Montenegro Airport,7.5568799972534,-80.023300170898,14.0,America/Panama,,,,
MP18,,Penonome Airport,8.50382995605469,-80.3602981567383,29.0,America/Panama,,,,
MP21,,Alvaro Berroa Airport,8.77038955688477,-82.6643981933594,1345.0,America/Panama,,,,
MP23,,Calzada Larga Airport,9.166279792785598,-79.545097351074,84.0,America/Panama,,,,
MPSA,SYP,Ruben Cantu Airport,8.08559989929199,-80.94529724121091,85.0,America/Panama,Ruben Cantu Airport,Santiago de Veraguas,, Panama
MRBA,BAI,Buenos Aires Airport,9.163949,-83.33017099999998,365.0,America/Costa_Rica,Buenos Aires Airport,Buenos Aires,, Costa Rica
MREC,,El Carmen de Siquirres Airport,10.2019996643066,-83.4721984863281,18.0,America/Costa_Rica,,,,
MRLC,LSL,Los Chiles Airport,11.0353002548218,-84.7061004638672,38.0,America/Costa_Rica,Los Chiles Airport,Los Chiles,, Costa Rica
MRSV,TOO,San Vito De Java Airport,8.82610988616943,-82.9589004516602,996.0,America/Costa_Rica,San Vito de Java Airport[1],San Vito,, Costa Rica
MRUP,UPL,Upala Airport,10.8922,-85.01619699999998,61.0,America/Costa_Rica,Upala Airport,Upala,, Costa Rica
MSET,,El Tamarindo Airport,13.1625995636,-87.904800415,12.0,America/El_Salvador,,,,
MSLD,,Los Comandos Airport,13.7262001037598,-88.10669708251949,262.0,America/El_Salvador,,,,
MSSS,ILS,Ilopango International Airport,13.699500083923304,-89.11990356445308,615.0,America/El_Salvador,Ilopango International Airport,San Salvador,, El Salvador
MT97,,Frampton Airport,47.978599548339794,-115.767997741699,753.0,America/Denver,,,,
MTCA,CYA,Les Cayes Airport,18.2710990905762,-73.7882995605469,54.0,America/Port-au-Prince,Antoine-Simon Airport,Les Cayes,, Haiti
MTJA,JAK,Jacmel Airport,18.2411003112793,-72.5185012817383,36.0,America/Port-au-Prince,Jacmel Airport,Jacmel,, Haiti
MUCC,CCC,Jardines Del Rey Airport,22.4610004425,-78.3283996582,6.0,America/Havana,Jardines del Rey Airport,Cayo Coco,, Cuba
MUFL,,Florida Airport,21.4997005462646,-78.2027969360352,52.0,America/Havana,,,,
MUGM,NBW,Leeward Point Field,19.906499862671,-75.207099914551,11.0,America/New_York,,,,
MUKW,VRO,Kawama Airport,23.1240005493,-81.30159759520001,5.0,America/Havana,Kawama Airport,Varadero,, Cuba
MULB,,Ciudad Libertad Airport,23.093900680542003,-82.438102722168,17.0,America/Havana,,,,
MUPB,UPB,Playa Baracoa Airport,23.0328006744,-82.5793991089,19.0,America/Havana,Playa Baracoa Airport[1],Havana,, Cuba
MUSS,USS,Sancti Spiritus Airport,21.9704,-79.44270300000002,98.0,America/Havana,Sancti Spíritus Airport[1],Sancti Spíritus,, Cuba
MYAS,,Sandy Point Airport,26.0046005249023,-77.3955001831055,6.0,America/Nassau,,,,
MYAW,WKR,Abaco I Walker C Airport,27.266700744628896,-78.3996963500977,-10.0,America/Nassau,Walker's Cay Airport[1],Walker's Cay, Abaco Islands, Bahamas
MYAX,,Spanish Cay Airport,26.9503002166748,-77.5438003540039,4.0,America/Nassau,,,,
MYBG,GHC,Great Harbour Cay Airport,25.7383003235,-77.8401031494,9.0,America/Nassau,Great Harbour Cay Airport,Great Harbour Cay, Berry Islands, Bahamas
MYCC,CXY,Cat Cay Airport,25.60000038146969,-79.2669982910156,0.0,America/Nassau,Cat Cay Airport,Cat Cays, Bimini, Bahamas
MYEG,,George Town Airport,23.4666996002,-75.78170013430001,10.0,America/Nassau,,,,
MYEN,NMC,Normans Cay Airport,24.594299316406303,-76.820198059082,15.0,America/Nassau,Norman's Cay Airport[1],Norman's Cay, Exuma Islands, Bahamas
MYES,TYM,Staniel Cay Airport,24.1690998077393,-76.43910217285159,9.0,America/Nassau,Staniel Cay Airport[1],Staniel Cay, Exuma Islands, Bahamas
MYGM,GBI,Auxiliary Airfield,26.6319007874,-78.3591995239,8.0,America/Nassau,,,,
MYRD,DCT,Duncan Town Airport,22.1818008422852,-75.7294998168945,11.0,America/Nassau,Duncan Town Airport,Duncan Town, Ragged Island, Bahamas
NC06,,Elk River Airport,36.160400390625,-81.8967971801758,1032.0,America/New_York,,,,
NC26,,Long Island Airport,35.6609992980957,-80.97059631347659,253.0,America/New_York,,,,
NC39,,Enochville Airport,35.524299621582,-80.6477966308594,238.0,America/New_York,,,,
NC41,,Hendrick Motorsports Heliport,35.3577995300293,-80.7042007446289,207.0,America/New_York,,,,
NC43,,Bear Pen Airport,34.125198364257805,-78.3380966186523,23.0,America/New_York,,,,
NC82,,Dublin Field,34.669601440429695,-78.70249938964841,44.0,America/New_York,,,,
NCMN,,Manuae Airport,-19.2667007446289,-158.960006713867,26.0,Pacific/Rarotonga,,,,
ND78,,Wilcox Farm Airport,47.040000915527294,-97.5370025634766,349.0,America/Chicago,,,,
NFKB,,Kaibu Island Airport,-17.2541999816895,-179.48899841308602,12.0,Pacific/Fiji,,,,
NFTO,NFTO,Mata'aho Airport,-15.5707998276,-175.632995605,47.0,Pacific/Tongatapu,Niuafo'ou Airport,Niuafo'ou,, Tonga
NH49,,Bradley Field,43.970298767089794,-71.6794967651367,194.0,America/New_York,,,,
NM78,,Hacienda Sur Luna Airport,31.8778991699219,-107.646003723145,1260.0,America/Denver,,,,
NM90,,Amigos Del Cielo Airport,31.90299987792969,-109.025001525879,1242.0,America/Denver,,,,
NSAS,OFU,Ofu Village Airport,-14.1844,-169.669998,11.0,Pacific/Pago_Pago,Ofu Airport (FAA: Z08),Ofu Island,, American Samoa
NSAU,AAU,Asau Airport,-13.505132,-172.62788799999996,12.0,Pacific/Apia,Asau Airport,Asau, Savai'i Island, Samoa
NTGB,FGU,Fangatau Airport,-15.819899559021,-140.88699340820298,11.0,Pacific/Tahiti,Fangatau Airport,Fangatau, Tuamotus, French Polynesia
NV11,UCC,Yucca Airstrip,36.94580078125,-116.03800201416,1193.0,America/Los_Angeles,,,,
NV13,,Bailey Ranch Airport,39.282798767089794,-119.828002929688,1536.0,America/Los_Angeles,,,,
KDRA,DRA,Desert Rock Airport,36.6194,-116.032997,969.0,America/Los_Angeles,Desert Rock Airport,Mercury, Nevada, United States
NV72,,Sweetwater (USMC) Airport,38.5097999573,-119.217002869,2079.0,America/Los_Angeles,,,,
NVVW,TAH,Tanna Airport,-19.455099105835,169.22399902343798,16.0,Pacific/Efate,Whitegrass Airport,Tanna Island,, Vanuatu
NWWB,,Bourail - PoÃ© Airport,-21.609699249267603,165.39700317382798,6.0,Pacific/Noumea,,,,
NWWH,HLU,Nesson Airport,-21.256399154663104,165.617004394531,6.0,Pacific/Noumea,,,,
NY87,,Amsterdam Airfield,42.96260070800779,-74.2537002563477,118.0,America/New_York,,,,
NY89,,Fairbank Farms Airport,42.0801010131836,-79.3914031982422,404.0,America/New_York,,,,
NZ12,,Palmer Station Airport,-64.775002,-64.05439799999999,-32.0,Antarctica/Palmer,,,,
NZAG,,Matarangi Airport,-36.7317008972168,175.649993896484,10.0,Pacific/Auckland,,,,
NZAS,ASG,Ashburton Aerodrome,-43.9033012390137,171.79699707031298,76.0,Pacific/Auckland,Ashburton Aerodrome,Ashburton,, New Zealand
NZDA,DGR,Dargaville Aerodrome,-35.9397010803223,173.893997192383,13.0,Pacific/Auckland,Dargaville Aerodrome,Dargaville,, New Zealand
NZFF,,Forest Field Aerodrome,-43.385799407959006,172.360992431641,114.0,Pacific/Auckland,,,,
NZGM,GMN,Greymouth Airport,-42.461700439453104,171.190002441406,8.0,Pacific/Auckland,Greymouth Airport,Greymouth,, New Zealand
NZGY,,Glenorchy Airport,-44.871700286865206,168.397994995117,363.0,Pacific/Auckland,,,,
NZHS,,Hastings Aerodrome,-39.646702000000005,176.766998,15.0,Pacific/Auckland,,,,
NZIR,,McMurdo Station Ice Runway,-77.8539962768555,166.468994140625,-341.0,Antarctica/McMurdo,,,,
NZKM,,Karamea Airport,-41.2366981506348,172.10499572753898,14.0,Pacific/Auckland,,,,
NZME,,Mercer1 PDZ Airport,-37.257499694824205,175.11500549316398,19.0,Pacific/Auckland,,,,
NZOH,OHA,RNZAF Base Ohakea,-40.206001281738295,175.388000488281,37.0,Pacific/Auckland,RNZAF Base Ohakea[1],Bulls,, New Zealand
NZOP,,Opotiki Airport,-38.02249908447271,177.30700683593795,10.0,Pacific/Auckland,,,,
NZPG,,McMurdo Station Pegasus Field,-77.9634017944336,166.524993896484,6.0,Antarctica/McMurdo,,,,
NZRK,,Rangitaiki Airfield,-38.8863983154297,176.36399841308602,665.0,Pacific/Auckland,,,,
NZRU,,Waiouru Airport,-39.4463996887207,175.658004760742,809.0,Pacific/Auckland,,,,
NZSP,,South Pole Station Airport,-90.0,0.0,,Antarctica/McMurdo,,,,
NZTI,,Taieri Airport,-45.8600006103516,170.358001708984,18.0,Pacific/Auckland,,,,
NZTL,,Tekapo Aerodrome,-44.0052986145,170.444000244,765.0,Pacific/Auckland,,,,
NZTM,,Taumarunui Airport,-38.8394012451172,175.261993408203,185.0,Pacific/Auckland,,,,
NZTN,,Turangi Airport,-38.96829986572271,175.813995361328,359.0,Pacific/Auckland,,,,
NZTT,,Te Kuiti Airfield,-38.3032989501953,175.147003173828,71.0,Pacific/Auckland,,,,
NZUK,TWZ,Pukaki Airport,-44.2350006104,170.117996216,474.0,Pacific/Auckland,Pukaki Airport[1] (Twizel Airport),Twizel,, New Zealand
NZWD,,Williams Field,-77.8674011230469,167.05700683593798,14.0,Antarctica/McMurdo,,,,
NZWG,,Wigram Airport,-43.5511016846,172.55299377400002,14.0,Pacific/Auckland,,,,
NZWL,,West Melton Aerodrome,-43.4766998291016,172.397003173828,81.0,Pacific/Auckland,,,,
NZWM,,Waimate Airport,-44.790000915527294,171.091995239258,21.0,Pacific/Auckland,,,,
NZWP,,RNZAF Base Auckland-Whenuapai,-36.7877998352051,174.63000488281295,16.0,Pacific/Auckland,,,,
NZYP,,Waipukurau Airport,-39.9967002868652,176.537002563477,131.0,Pacific/Auckland,,,,
OBBS,,Sheik Isa Air Base,25.918399810791,50.5905990600586,37.0,Asia/Bahrain,,,,
OE49,,Mecca East Airport,21.4375,39.9942016601562,358.0,Asia/Riyadh,,,,
OE51,,Al Kharj East Airport,24.0515003204346,47.6542015075684,513.0,Asia/Riyadh,,,,
OE55,,Ghafah Airport,21.226999282836896,55.2672996520996,49.0,Asia/Riyadh,,,,
OE56,,Khalfan Airport,22.7101001739502,53.2812004089355,95.0,Asia/Riyadh,,,,
OEAA,,Abu Ali Airport,27.3190994262695,49.587100982666,7.0,Asia/Riyadh,,,,
OEJB,QJB,Jubail Airport,27.038999557495103,49.405101776123104,15.0,Asia/Riyadh,,,,
OEJF,,King Faisal Naval Base,21.3481006622314,39.1730003356934,8.0,Asia/Riyadh,,,,
OEKM,KMX,King Khaled Air Base,18.2973003387451,42.8035011291504,2045.0,Asia/Riyadh,King Khalid Air Base,Khamis Mushait,, Saudi Arabia
OEPS,AKH,Prince Sultan Air Base,24.0627002716064,47.580501556396506,469.0,Asia/Riyadh,Prince Sultan Air Base,Al-Kharj,, Saudi Arabia
OERB,,Rabigh Airport,22.702600479126,39.0698013305664,12.0,Asia/Riyadh,,,,
OERM,,Ras Mishab Airport,28.0795993804932,48.61100006103521,15.0,Asia/Riyadh,,,,
OERT,,Ras Tanura Airport,26.7231006622314,50.03079986572271,13.0,Asia/Riyadh,,,,
OESB,,Shaibah Airport,22.5144996643066,53.9640998840332,76.0,Asia/Riyadh,,,,
OETH,,Thumamah Airport,25.212999343872102,46.640998840332,581.0,Asia/Riyadh,,,,
OETN,,Ras Tanajib Airport,27.8677997589111,48.769100189209006,14.0,Asia/Riyadh,,,,
OG00,,3 Rivers Recreation Area Airport,44.557899475097706,-121.401000976563,895.0,America/Los_Angeles,,,,
OG14,,Ponderosa Ranch Airport,44.024299621582,-118.848999023438,1573.0,America/Los_Angeles,,,,
OH22,,Stoltzfus Airfield,40.761199951171896,-81.7789993286133,356.0,America/New_York,,,,
OIAH,GCH,Gachsaran Airport,30.337600708000004,50.827999115,730.0,Asia/Tehran,Gachsaran Airport[2],Gachsaran,, Iran
OIBA,AEU,Abumusa Island Airport,25.8756999969482,55.0330009460449,7.0,Asia/Tehran,Abu Musa Airport[1],Abu Musa Island,, Iran
OIBS,SXI,Sirri Island Airport,25.908899307251,54.5393981933594,11.0,Asia/Tehran,Sirri Island Airport[1],Sirri Island,, Iran
OIBV,LVP,Lavan Island Airport,26.8103008270264,53.3563003540039,24.0,Asia/Tehran,Lavan Airport,Lavan Island,, Iran
OIFM,IFN,Esfahan Shahid Beheshti International Airport,32.7508010864258,51.86130142211911,1536.0,Asia/Tehran,Isfahan International Airport (Shahid Beheshti Int'l),Isfahan,, Iran
OIHR,AJK,Arak Airport,34.1380996704102,49.8473014831543,1659.0,Asia/Tehran,Arak Airport[1],Arak,, Iran
OIHS,NUJ,Hamadan Air Base,35.211601257324205,48.6534004211426,1692.0,Asia/Tehran,Hamedan Air Base[1] (Nogeh Airport),Hamadan,, Iran
OIIA,,Ghazvin Azadi Airport,35.9520988464355,50.45080184936521,1143.0,Asia/Tehran,,,,
OIID,,Doshan Tappeh Air Base,35.7029991149902,51.475101470947294,1215.0,Asia/Tehran,,,,
OIIM,,Naja Airport,35.776298522949205,50.8810005187988,1230.0,Asia/Tehran,,,,
OIIP,PYK,Payam International Airport,35.776100158691,50.826698303223,1272.0,Asia/Tehran,Payam International Airport[1],Karaj,, Iran
OIKJ,JYR,Jiroft Airport,28.7269001007,57.67029953,791.0,Asia/Tehran,Jiroft Airport[1],Jiroft,, Iran
OIKQ,GSM,Dayrestan Airport,26.7546005249023,55.902400970459006,11.0,Asia/Tehran,Dayrestan Airport (Qeshm International Airport),Qeshm,, Iran
OIKY,SYJ,Sirjan Airport,29.5508995056152,55.6726989746094,1768.0,Asia/Tehran,Sirjan Airport,Sirjan,, Iran
OISF,FAZ,Fasa Airport,28.8917999267578,53.7233009338379,1310.0,Asia/Tehran,Fasa Airport[1],Fasa,, Iran
OITK,KHY,Khoy Airport,38.4275016784668,44.9735984802246,1181.0,Asia/Tehran,Khoy Airport[1],Khoy,, Iran
OITZ,JWN,Zanjan Airport,36.7737007141,48.3594017029,1622.0,Asia/Tehran,Zanjan Airport[1],Zanjan,, Iran
OIZB,ACZ,Zabol Airport,31.0983009338379,61.54389953613279,487.0,Asia/Tehran,Zabol Airport,Zabol,, Iran
OIZI,IHR,Iran Shahr Airport,27.2360992432,60.7200012207,602.0,Asia/Tehran,Iranshahr Airport[1],Iranshahr,, Iran
OJJR,JRS,Jerusalem Airport,31.864700317383,35.219200134277,741.0,Asia/Jerusalem,Atarot Airport (Jerusalem International Airport),Jerusalem,, Israel1
OK39,,Judy Ranch Airport,36.9667015075684,-100.317001342773,689.0,America/Chicago,,,,
OKAS,,Ali Al Salem Air Base,29.346700668335,47.5208015441895,142.0,Asia/Kuwait,,,,
OL12,,Northwest Edmond Airport,35.7075996398926,-97.5406036376953,332.0,America/Chicago,,,,
OLKA,KYE,Rene Mouawad Air Base,34.589298248291,36.011299133300795,6.0,Asia/Beirut,Rene Mouawad Air Base (Kleyate Airport),Tripoli,, Lebanon
OLRA,,Rayak Air Base,33.850799560546896,35.987701416015604,903.0,Asia/Beirut,,,,
OMAS,,Das Island Airport,25.1462001800537,52.8736991882324,15.0,Asia/Dubai,,,,
OMAZ,,Zirku Airport,24.862491607666,53.0771408081055,11.0,Asia/Dubai,,,,
OPRS,,Risalpur Air Base,34.081100463867195,71.9726028442383,303.0,Asia/Karachi,,,,
OPSF,,Faisal Air Base,24.874200820922898,67.11849975585939,9.0,Asia/Karachi,,,,
ORAA,IQA,Al Asad Air Base,33.7855987549,42.4412002563,173.0,Asia/Baghdad,Al Asad Airbase[1],Anbar Province,, Iraq
ORAT,TQD,Al Taqaddum Air Base,33.33810043335,43.597099304199,82.0,Asia/Baghdad,Al-Taqaddum Air Base[1],Fallujah,, Iraq
ORBI,BGW,Baghdad International Airport,33.2625007629,44.2346000671,25.0,Asia/Baghdad,Baghdad International Airport,Baghdad,, Iraq
OS60,,As Suwayda West Air Base,32.7052001953125,36.412899017334,723.0,Asia/Damascus,,,,
OS62,,Jirah Air Base,36.09669876098629,37.9365005493164,345.0,Asia/Damascus,,,,
OS63,,Marj Ruhayyil Air Base,33.2864990234375,36.4574012756348,655.0,Asia/Damascus,,,,
OS64,,An Nasiriyah Air Base,33.9189987182617,36.8666000366211,838.0,Asia/Damascus,,,,
OS65,,Shayrat Air Base,34.490299,36.909004,798.0,Asia/Damascus,,,,
